4.15	5.9345	7.5437	22.9915
3.8125	5.4851	7.4895	23.1789
3.6315	5.6142	7.5855	23.1985
4.0598	5.5997	7.5096	23.1303
3.9861	5.7517	7.6834	22.8824
3.8046	5.3969	7.5552	23.0402
4.3268	5.9402	7.3218	22.9626
3.9444	5.7932	7.6225	22.8031
4.1399	6.2154	7.8739	23.0984
3.8084	5.7511	7.7495	23.3084
3.8399	5.9948	7.7238	23.3523
4.259	5.3538	7.5004	22.9534
3.6631	5.9931	7.6404	23.5872
4.0577	4.9036	8.0471	22.9812
3.556	5.9283	7.6447	23.1595
3.621	5.5167	7.9072	23.124
3.1691	5.6561	7.7073	23.2715
3.9832	5.2033	7.1309	23.0167
3.4297	5.4102	7.5833	23.3509
3.3487	5.5628	7.9783	23.3521
4.0954	5.6932	7.7482	23.2177
4.2699	5.7417	7.8321	23.0111
4.1216	5.6663	7.5751	23.6354
3.8134	6.0551	7.788	23.3239
3.9932	5.4099	7.819	23.134
3.7243	5.7474	7.5734	22.9657
3.7559	6.2187	7.6884	23.3477
4.081	5.718	8.1412	22.6905
3.6006	5.7466	7.7718	23.5589
3.5033	5.6998	7.7785	23.1117
3.9002	5.5087	7.6869	23.3383
3.7785	6.0469	7.6943	23.0783
3.4899	5.9484	7.9295	23.1916
3.5672	5.7046	7.1738	23.032
4.0675	5.8065	7.4626	23.0654
3.8263	5.8289	7.9184	23.0267
3.5797	5.5939	8.0006	23.2623
3.7617	5.553	7.8118	22.8379
3.5275	5.8895	8.0223	22.9989
4.4528	5.5661	7.7086	23.3282
3.7045	5.8784	7.6326	23.0648
3.3781	6.1672	7.7693	23.1686
3.9706	6.0527	7.7928	23.1608
4.1582	5.5346	7.7597	22.6517
4.0236	5.5493	8.0408	23.107
4.0557	5.1605	7.6199	23.3157
4.0857	5.5676	8.0339	22.9359
4.0168	5.2582	7.9908	23.3205
4.0347	5.8618	7.541	22.9501
3.7063	5.7364	7.8758	23.3025
3.9181	5.8079	7.4453	22.9309
4.1689	5.4976	7.3155	23.3119
2.9991	5.6744	7.7666	23.065
4.2255	5.8654	7.8037	23.2237
4.1912	5.6253	7.9656	23.0929
3.7364	5.8536	7.8455	23.0886
3.2449	5.8729	7.9639	22.8817
3.6587	5.9103	8.1342	23.495
4.0157	5.4771	7.6461	22.9958
4.0259	5.2788	7.9709	23.0154
3.4443	5.8725	7.9758	22.7777
3.9965	5.7572	7.5697	23.2995
3.6557	5.9351	7.2918	22.9331
3.9143	5.6134	7.5882	23.2902
3.4014	5.5054	7.8454	22.9982
3.6985	6.136	7.7477	23.5335
4.3525	5.82	7.6973	22.8752
3.7066	5.4353	7.6903	22.9789
3.8594	5.6178	7.9296	23.0135
3.8052	5.6522	7.9152	22.905
3.9041	5.9128	7.7575	23.3456
4.0101	5.7466	8.0645	23.2359
3.8794	5.3516	7.5551	23.1134
4.0691	5.8968	7.9108	23.2829
3.5475	5.8812	8.136	23.0093
3.6034	5.7011	7.4906	23.0076
3.7672	5.6955	7.7697	22.8747
3.5848	5.3772	7.7736	23.1915
3.9002	5.6744	8.2392	23.2972
4.0307	5.8614	7.6993	23.3723
3.8985	5.5029	7.699	23.0199
3.85	5.4038	7.7629	23.1648
3.6809	6.0462	7.7322	22.9537
4.0863	5.4295	7.6477	23.0103
3.8605	5.6752	7.5786	23.0288
4.0534	5.494	7.7779	23.2279
3.038	5.4583	7.8706	23.2081
3.743	5.936	8.1995	23.3265
3.9552	6.0763	8.1534	22.9443
3.8278	5.6639	7.4378	23.2489
3.545	5.7855	7.6058	23.008
3.6298	5.1717	7.6403	22.7966
3.7396	6.0373	7.5586	22.9703
4.1602	5.437	7.2682	23.0607
3.6027	5.5452	7.9399	22.9733
3.7679	5.2366	7.9694	23.1164
3.9297	5.4161	7.5604	23.2811
4.7962	5.9049	8.0938	23.3743
3.9498	5.4058	7.9598	22.9819
3.9197	5.6485	7.9599	22.7542
