4.1911	6.2794	8.542	25.8999
3.8125	5.8708	8.2974	26.4847
3.6729	6.1631	8.5685	25.886
4.1979	6.0159	7.9563	25.9548
3.9944	6.2852	8.299	26.0073
3.9102	5.8526	8.8687	26.3131
4.3269	6.3378	7.6324	26.6665
3.9716	5.9593	8.2696	25.7904
4.2002	6.4326	8.4719	26.0148
3.9082	5.9276	8.4104	26.2746
4.0457	6.3611	8.4018	26.3127
4.3566	5.4321	8.1831	26.0564
3.6675	6.1275	8.5645	26.7972
4.4296	5.4304	8.842	25.9266
3.5559	6.676	8.5601	26.4747
3.9429	6.4427	8.4465	26.1278
3.3306	6.135	8.3142	26.0142
4.1065	5.9788	7.7597	26.0567
3.6816	5.5379	8.1725	26.2353
3.6761	5.6393	8.9204	26.3011
4.1337	5.9359	8.2099	26.4219
4.49	6.1592	8.3499	26.1278
4.1217	5.7351	8.4185	26.7027
4.1159	6.5698	8.4902	25.8771
4.2363	6.0622	8.7143	26.2964
3.7243	6.6145	8.3859	25.8835
3.7556	6.7018	8.4416	26.6809
4.1663	6.4497	8.9228	25.7498
3.9255	6.0675	8.622	26.4818
3.7289	5.9564	8.4128	26.397
4.4561	5.9811	8.69	26.2905
3.7787	6.1513	8.2853	26.2747
3.8449	6.688	8.9318	25.8999
3.5674	6.0831	8.005	25.9926
4.5451	6.1546	8.3488	25.7788
3.8755	5.9926	8.867	26.0454
3.5797	6.3139	8.5386	26.0807
3.7696	5.8182	8.4836	25.7443
3.6871	6.4329	8.4124	25.8858
4.4654	6.2513	8.4938	26.1886
3.73	6.55	9.0067	25.8565
3.4499	6.6279	8.7311	26.1494
4.5732	6.992	8.7025	26.4892
4.2167	6.2186	8.64	25.519
4.0236	6.0012	8.7077	26.1003
4.1873	5.1633	8.2112	26.454
4.0854	6.3091	8.5879	26.0288
4.1622	5.4328	8.9159	26.1513
4.0347	6.1702	8.7396	25.9932
3.9584	5.8919	8.3908	26.6018
3.9183	6.4685	7.9473	26.0243
4.2271	6.2272	8.2246	26.4714
3.2281	6.0787	8.4847	25.8589
4.4521	6.2656	8.4978	25.9287
4.1911	6.0155	9.0538	26.2844
3.8624	6.2343	8.4146	25.9465
3.3778	6.1112	8.3544	25.6276
3.7662	6.3099	9.0229	26.5338
4.0158	5.7855	8.2435	25.498
4.0258	5.986	9.298	25.974
3.4445	6.4215	8.9696	25.34
4.0667	6.282	8.6967	26.2401
4.4551	6.2546	8.0855	25.939
3.9464	6.2394	8.2362	26.6339
3.401	5.7479	8.5042	25.8853
3.6984	6.5983	8.3319	26.4058
4.6038	5.9837	8.2807	25.5873
3.9435	6.0317	8.7446	25.824
4.1329	6.318	8.636	25.726
4.2259	5.7408	8.7907	25.3447
3.9937	6.4778	8.2438	26.4099
4.3797	6.0743	8.7998	25.9785
3.9108	5.8483	8.7076	26.2541
4.0825	6.1323	8.684	25.798
3.8522	6.3043	8.4606	25.8736
3.6249	5.9061	8.3533	26.0406
3.7672	6.1686	8.4103	26.3713
4.1513	5.6314	8.5828	26.1311
3.9892	6.433	8.8149	26.3078
4.0307	6.0908	8.4449	26.0245
3.9533	5.8939	8.3129	25.9619
3.8498	5.6967	8.3614	25.8453
3.7315	6.6009	8.3504	25.8933
4.235	5.7448	8.3005	26.2556
4.2118	6.1022	8.4897	26.0298
4.1934	5.4942	8.6016	26.1289
3.0543	5.9056	8.7989	26.3647
3.8758	6.0727	9.2897	26.3324
3.978	6.2132	9.6096	25.8423
4.2233	6.1303	8.2226	26.0315
3.5449	6.1545	8.7478	25.6119
3.8802	5.4765	8.3357	26.1785
3.8035	6.7083	8.8107	25.8712
4.1756	5.7456	8.1385	26.6255
3.6336	5.8396	8.8479	26.1373
3.7677	5.5533	8.5855	26.0912
4.2228	5.6666	8.4522	26.5038
4.8623	6.1288	8.9078	26.0633
4.1523	5.5572	9.0173	25.7084
3.9275	6.1823	8.3959	25.9259
